Name,Aadhaar,ClaimAmount,SubsidyType,Date,FraudLabel
Ati Goda,805423357415,19233,Education,2024-09-01,0
Ayaan Dutt,146747023756,55727,Equipment,2025-05-14,0
Bakhshi Thakkar,428931132532,67176,Housing,2025-04-30,0
Oliver Lal,619399091699,15067,Education,2025-06-04,1
Daksha Arora,575117144034,14806,Farming,2025-02-19,0
Oscar Varkey,129965082695,10310,Healthcare,2025-02-08,0
Girish Tiwari,484131284033,15884,Farming,2025-04-24,0
Vaishnavi Reddy,235940216980,59661,Housing,2024-10-25,0
Gautami Bhatti,395612667830,3862,LPG,2024-10-15,0
Pratyush Rajagopalan,188424638151,16728,Farming,2024-09-01,0
Chakrika Lad,279862398471,63983,Housing,2025-01-30,0
Dhriti Subramaniam,051065688673,13196,Healthcare,2025-05-21,0
Leela Wadhwa,321583630392,12452,Healthcare,2025-03-26,0
Jackson Thaker,920922717244,5982,Farming,2024-09-04,0
Aishani Lala,881485898217,13830,Education,2025-05-26,1
Bhavini Choudhry,627123933065,7447,Farming,2024-10-08,0
Jagdish Shan,053894452490,22772,Equipment,2024-11-27,0
Eshana Bahri,738756561911,24733,Farming,2024-11-28,0
Dalaja Kade,939943109518,7872,Healthcare,2025-02-13,0
Amara Dora,689579672461,7953,Equipment,2024-08-04,0
Sanya Mitra,523986800025,2139,Healthcare,2025-06-03,1
Kashvi Gulati,466345443441,5477,LPG,2025-01-19,0
Amruta Ravi,837270447210,9386,Equipment,2024-11-16,0
Pavani Sankaran,967175655125,7243,Farming,2025-04-30,1
Arunima Dhillon,255078688786,14217,Education,2024-07-22,0
Onkar Bahri,569922913790,8468,Equipment,2025-04-10,0
Anusha Handa,541408579622,5603,Healthcare,2024-08-23,0
Hemani Parikh,446078907519,36323,Equipment,2024-08-21,0
Matthew Chatterjee,665254837441,92689,Housing,2024-08-13,0
Rohan Dass,889586979358,2824,LPG,2024-09-21,0
Isaiah Nigam,902948494345,53223,Housing,2025-01-26,0
Naksh Agate,706625324472,10287,Farming,2025-05-18,1
Aditya Mangal,389244900915,19087,Equipment,2024-09-22,0
Darika Narayanan,028993650031,805,Healthcare,2024-12-09,0
Logan Salvi,464638989228,1750,LPG,2024-08-03,0
Arunima Dugal,978480184514,24234,Housing,2024-07-02,0
Daniel Bala,320296978426,12814,Education,2025-01-18,0
Odika Mukherjee,296118502177,14590,Education,2024-10-24,0
Abha Mangat,804202230597,4468,LPG,2024-10-18,0
Triveni Solanki,891619723718,20371,Farming,2024-12-09,0
Krish Lalla,381561497840,11695,Farming,2025-05-03,0
Nihal Hans,426107033508,7303,LPG,2024-09-19,0
Ekansh Singh,241098813858,3261,LPG,2025-06-26,0
Bhavya Dass,497459793183,10635,Healthcare,2025-04-19,0
Kamya Bawa,415682072799,9710,Healthcare,2024-11-28,0
Ati Mutti,153399613317,10326,Farming,2024-10-13,0
Hemang Sandal,439960675247,43249,Equipment,2024-07-11,0
Dominic Mitra,012789695193,15663,Education,2025-05-26,0
Rehaan Loke,161693133363,3598,LPG,2024-09-27,0
Triveni Ravel,489030458809,20595,Housing,2025-04-05,0
Yashica Kuruvilla,032384819500,3781,Education,2025-01-04,0
Triya Bedi,459626228225,16158,Education,2024-07-16,0
Gopal Bawa,076836253666,76010,Housing,2025-02-13,0
Yauvani Ganesan,870021765918,97704,Housing,2024-12-15,1
Priya Chaudhuri,047314836874,52443,Housing,2025-03-12,0
Janaki Wadhwa,803689382528,56926,Equipment,2025-05-17,0
Indira Seth,081832815957,12496,Farming,2025-02-05,0
Liam Chahal,014522441425,55534,Equipment,2025-01-01,0
Avni Nagy,279042528465,13969,Healthcare,2025-02-02,0
Arin Sethi,502296120183,1529,LPG,2024-08-27,1
Abeer Shere,017925136223,9958,Healthcare,2024-08-08,0
Jagat Dave,611062737158,62941,Housing,2025-03-23,0
Pahal Ghosh,738248435807,18298,LPG,2025-05-04,1
Panini Borah,174107450051,43014,Equipment,2024-08-10,0
Isaiah Srinivas,048514202593,36800,Housing,2024-07-24,0
Lopa Bala,521046059899,6275,Housing,2025-05-24,1
Ayushman Chander,161849593103,7903,LPG,2024-10-28,0
Daniel Dani,315869232260,15740,Farming,2024-11-11,1
Dhriti Sanghvi,780973397767,12821,Education,2024-07-04,0
Pushti Sibal,655826629947,5983,Education,2024-10-28,0
Kai Khosla,404631475436,16302,Housing,2024-08-09,0
Ishani Dube,204104294831,6262,LPG,2025-03-19,0
Warhi Grewal,808725842302,17094,Farming,2025-03-01,0
Ayush Chana,318123357617,51321,Equipment,2024-07-25,0
Krishna Deol,837939859308,24241,Farming,2024-10-03,0
Raghav Vasa,785082148628,919,Healthcare,2024-10-07,0
Upadhriti Ganguly,848720572470,2374,Healthcare,2025-03-07,0
Januja Pradhan,422010276212,49326,Equipment,2025-02-19,0
Chaitaly Pant,456506098358,16744,Education,2024-12-20,1
Anika Kala,224585277130,24288,Equipment,2025-05-10,0
Advik Mukhopadhyay,698763486547,52025,Equipment,2024-09-06,0
Aarna Patla,407880265295,19474,Education,2025-01-12,0
Krisha Palla,029087182749,82117,Housing,2025-04-01,0
Noah Grewal,815423829196,13798,Healthcare,2025-04-07,0
Aachal Seth,411998679807,8003,Healthcare,2024-09-02,1
Onveer Ravel,030372095625,17411,Education,2025-03-12,0
Karan Mital,569847896118,52602,Equipment,2025-02-06,0
Amaira Amble,245296151436,7133,Healthcare,2024-11-07,0
Ekansh Baria,629334956515,34254,Equipment,2024-09-18,0
Mohini Srivastava,109387881295,93150,Housing,2025-06-18,0
Varsha Sankaran,779824021168,8017,Farming,2024-10-20,0
Brijesh Doshi,097499309728,22049,Housing,2025-06-12,1
Tanmayi Dhillon,223569725217,5601,LPG,2024-09-29,0
Baljiwan Chahal,579001248255,3132,LPG,2025-03-26,0
Sachi Hans,994115299264,1827,LPG,2025-05-20,0
Benjamin Upadhyay,919411014506,9217,Education,2025-06-30,0
Jai Mand,022612349457,8866,Farming,2024-11-12,0
Dayita Sankaran,974892500751,52027,Housing,2024-11-14,0
Mitali Varughese,740518703221,40844,Equipment,2025-02-19,0
Divya Grewal,535431870509,12369,Healthcare,2024-09-14,0
Kabir Dave,843757928886,18575,Farming,2024-11-30,0
Anusha Panchal,896846041261,16974,Farming,2025-05-16,1
Ishwar Thaman,719571562100,6650,Education,2025-03-07,0
Yagnesh Sarin,817946954899,7526,LPG,2025-05-11,0
Rehaan Sahota,103405736891,11339,Education,2024-07-11,0
Mohini Hayer,956418541333,6051,Farming,2025-05-16,1
Manan Varty,587769879608,90423,Housing,2025-05-09,0
Advay Varughese,074329271296,8830,Farming,2024-08-14,1
Ria Dalal,232534852979,3570,Healthcare,2024-11-08,0
Aarnav Guha,635403624089,428528,Housing,2024-09-20,1
Ekaja Jani,686211022580,18007,Equipment,2025-06-13,0
Jai Singh,993804701303,48686,Housing,2024-07-06,0
Xiti Pandya,937145211175,11428,Education,2025-01-13,0
Aadi Thaman,383227049432,97030,Housing,2024-11-27,0
Chandran Warrior,852946902177,14649,LPG,2025-05-25,1
Chatresh Mammen,068204810930,3432,LPG,2024-11-25,0
Nirja Chandran,273600755040,35738,Equipment,2024-08-28,0
Qasim Bhasin,710689731736,85059,Housing,2024-09-15,0
Warda Babu,238021245824,77457,Housing,2025-03-18,0
Ronith Kapur,758621875406,4655,LPG,2025-06-29,0
Bina Agrawal,352909656101,6995,Education,2025-02-24,1
Qabil Deshpande,963595708619,3666,Healthcare,2024-08-05,0
Ekbal Narang,641731410887,3726,Healthcare,2024-12-04,0
Arjun Ben,156383666943,88427,Housing,2025-03-17,0
Patrick Narasimhan,125383410657,16439,Farming,2025-05-14,0
Advik Bir,278472643933,18313,Education,2025-01-01,0
Yoshita Bumb,093413734542,4609,LPG,2024-08-19,0
Chaman Butala,080834809854,7404,LPG,2025-02-19,0
Jalsa Rastogi,102719095203,14349,Healthcare,2025-02-18,0
Bakhshi Nayak,772201032831,3193,Education,2024-07-03,0
Akshay Hans,185868043942,703,Healthcare,2025-03-21,0
Harsh Amble,973711222990,54653,Housing,2025-06-23,0
Peter Ratti,434577463818,45085,Equipment,2024-10-18,0
Elijah Thakur,230071695007,7389,LPG,2025-05-31,0
Udarsh Jani,461200471138,1592,Healthcare,2024-08-16,1
Lucky Sachar,794779500345,19605,Farming,2024-08-01,0
Arjun Vaidya,483038606551,14785,Farming,2024-09-06,0
Madhav Hegde,142041793953,4729,Healthcare,2024-07-08,0
Saumya Kapoor,821608799996,16158,Healthcare,2025-05-16,1
Raksha Gupta,335391016125,227753,Healthcare,2025-01-22,1
Rushil Dara,426032003902,13155,Healthcare,2024-12-19,0
Ekaja Dixit,717720912596,6493,LPG,2025-03-29,0
Hema Gera,453591765047,16446,Education,2025-03-25,0
Manan Pandit,679467781898,42428,Farming,2025-10-17,1
Yashvi Sandal,926142939685,7314,Healthcare,2025-06-10,1
Ayaan Chandran,089361622270,15319,Education,2025-01-23,0
Ganga Gaba,684590902259,48953,Equipment,2025-05-08,0
Megha Dar,267658617932,7086,Healthcare,2025-02-19,1
Lavanya Sood,876229579474,1741,LPG,2024-07-31,0
Krishna Goswami,293541073720,12540,Healthcare,2024-09-04,0
Oni Subramaniam,637637335472,20317,Equipment,2024-08-03,0
Radha Nair,963637262942,9766,Education,2024-08-08,0
Jasmit Bala,700826374646,5986,Farming,2024-12-25,0
Charita Tripathi,177852892268,16965,Education,2025-03-23,0
Madhav Bains,508146470236,9914,Education,2024-08-27,0
Mitesh Gaba,271739627128,29654,Housing,2025-05-26,0
Dominic Vig,601724102856,4051,Farming,2024-08-21,0
Ati Prashad,496033429950,6221,Healthcare,2024-09-17,0
Simon Kaur,800470322600,9595,Housing,2025-10-25,1
Veda Bose,211753617061,96329,Housing,2024-08-09,0
Bachittar Shankar,400765834136,41205,Equipment,2024-11-10,0
Lakshmi Parmer,650618091901,7532,LPG,2024-08-24,0
Nandini Palla,686176704391,23003,Farming,2024-11-27,0
Tristan Sandal,954313035294,25490,Housing,2024-10-10,0
Bhavna Dyal,761518078442,4028,LPG,2025-02-08,0
Shravya Palla,837340312772,17743,Farming,2024-07-23,0
Urmi Doctor,126508899755,12307,Healthcare,2024-10-08,0
Caleb Datta,170285162259,21161,Farming,2025-01-25,0
Tarak Solanki,208564901324,5859,Healthcare,2024-08-17,0
Laksh Kashyap,794774173336,56740,Equipment,2024-08-29,0
Brinda Chacko,017474815796,19892,Education,2024-11-18,0
Neha Magar,513552157043,18249,Farming,2024-12-27,0
Atharv Nagar,843991062272,11607,Farming,2024-09-20,0
Azad Chander,119642152265,4712,LPG,2025-03-04,0
Nikita Kaur,037043333188,14734,Farming,2025-01-04,0
Zaid Varughese,997679106203,35759,Housing,2024-07-17,0
Avi Grover,568176975059,10884,Education,2024-10-30,0
Inaya Anand,602018732856,7247,LPG,2025-05-17,0
Azaan Wadhwa,761499812917,14665,Healthcare,2025-04-29,0
Eiravati Khurana,760122777079,7429,Farming,2025-04-18,0
Urvi Reddy,362137969311,53083,Housing,2024-10-10,0
Jhalak Reddy,669508418436,7558,Equipment,2024-12-02,0
Praneel Vyas,271548411302,8396,Farming,2025-05-07,0
Omya Agrawal,369158557490,25670,Housing,2025-03-13,0
Aarini Dar,783608256006,50536,Equipment,2024-07-01,0
Chavvi Mall,545747706085,23660,Equipment,2025-03-17,0
Dakshesh Mohan,417497735668,10484,Education,2024-07-02,0
Vaishnavi Chaudhary,899604567229,20034,Farming,2024-12-02,0
Mitali Naik,744770648133,4747,LPG,2024-09-20,0
Sarthak Khosla,940505159490,78521,Housing,2024-11-02,0
Vritti Shanker,081452860689,12840,Healthcare,2025-05-05,1
Dipta Bhandari,496513709859,17248,Farming,2025-05-22,0
Azaan Vala,855002309729,71569,Housing,2025-04-02,0
Ojas Basu,074510663436,16069,Farming,2025-03-29,0
Jonathan Dugal,782638803242,17980,Housing,2024-08-26,0
Maanas Bedi,312060539543,14180,Equipment,2025-03-21,0
Jagvi Kapur,304637454990,7593,Equipment,2024-09-06,1
Fariq Sridhar,939579551924,29829,Equipment,2025-06-15,0
Quincy Sathe,109104300684,7909,LPG,2025-03-02,1
Ridhi Gopal,840476330994,5282,Housing,2025-10-24,1
Triya Dyal,679503558890,23581,Equipment,2024-10-08,0
Nakul Balakrishnan,945391177666,1879,LPG,2024-09-29,0
Indali Kala,399495940389,3582,LPG,2024-11-24,0
Oscar Kanda,869675044643,7820,Equipment,2025-03-12,0
Megha Sharma,421725401486,19188,Education,2025-02-11,0
Jyoti Chadha,744905814770,17832,Education,2025-02-21,1
Gopal Dhillon,848002032870,95254,Housing,2025-04-22,0
Nilima Dada,430098180635,42604,Housing,2024-09-18,0
Peter Balay,701259283397,10083,Education,2025-04-03,0
Rachana Vora,766749513498,6677,LPG,2025-03-31,0
Xavier Sami,810700131260,28121,Housing,2024-11-24,0
Omaja Chakraborty,847068103903,15820,Farming,2024-07-04,0
Advik Mani,978023445684,4178,LPG,2025-02-28,0
Pranit Kala,569454414967,46200,Equipment,2025-06-10,0
Hredhaan Shetty,845014399925,89450,Housing,2025-04-24,0
Thomas Loyal,104709521456,70185,Housing,2024-10-03,1
Yauvani Bhatti,068566090288,6669,LPG,2024-08-05,0
Balendra Biswas,975711305548,5921,Healthcare,2024-08-24,0
Zayan Jain,693259140849,11988,Healthcare,2024-10-08,0
Rayaan Badami,541966645057,19506,Farming,2024-10-19,0
Luke Naidu,476902902769,38375,Equipment,2024-07-12,0
Damini Sandal,712559350276,483781,Housing,2024-07-11,1
Waida Kari,069679693924,9817,Healthcare,2024-09-18,0
Vasatika Tailor,904012724197,1692,LPG,2025-03-18,0
Yashasvi Saran,298997901176,4794,Farming,2024-12-19,0
Varsha Kannan,167127944013,8266,Education,2025-04-22,0
Harish Mukherjee,959328190466,7878,Equipment,2024-09-17,0
Aarush Narasimhan,738742175005,28143,Equipment,2025-04-03,0
Yashvi Kapoor,927176934317,15696,Equipment,2025-05-08,1
Daniel Panchal,902504290193,4820,LPG,2025-03-18,0
Thomas Lall,398894132109,21617,Housing,2025-06-19,0
Gautam Bhandari,089127160030,6237,LPG,2025-03-20,0
Inaya Bobal,356316766027,9146,Education,2025-04-25,0
Jagrati Golla,486398771565,3120,Education,2024-07-24,0
Bhavani Aggarwal,062718106319,5810,Healthcare,2024-11-19,0
Reva Dasgupta,272943610909,14135,Healthcare,2024-11-11,0
Zaitra Narayan,512344263008,14299,Farming,2024-09-25,0
Bhavani Gaba,701268315624,4325,Farming,2024-07-25,0
Keya Ranganathan,437993712406,6970,LPG,2025-01-11,0
Gunbir Sinha,435885379821,44750,Equipment,2024-11-27,0
Gautami Reddy,744794080308,11137,Healthcare,2024-09-24,0
Farhan Raja,137244792975,1838,Healthcare,2024-11-14,0
Lavanya Handa,094517790171,6434,LPG,2025-03-15,0
Orinder Badami,194066942505,13298,Farming,2025-05-07,1
Yasti Sarraf,772108727410,5289,LPG,2024-12-27,0
Xalak Varghese,018799971790,12080,Healthcare,2025-04-12,0
Krishna Parikh,258147621236,4187,Education,2025-04-04,0
Aradhana Bhatia,377661830858,3075,Education,2025-06-22,0
Faqid Nagy,702538152897,19409,Housing,2025-03-22,0
Alka Doctor,079154606015,7722,LPG,2025-03-20,0
Urvashi Kulkarni,725204565044,9764,Healthcare,2024-08-09,0
Upasna Lanka,535408386631,49976,Housing,2025-04-20,0
Gautam Gopal,544190437702,10073,Healthcare,2025-02-20,0
Wriddhish Parmer,772033482899,3743,Education,2025-06-10,0
Alka Palla,491371650942,49563,Equipment,2024-10-19,0
Oscar Mall,002810593903,8799,Education,2024-09-01,0
Mugdha Bahl,632066595690,42972,Housing,2024-09-21,0
Aarnav Dani,896722965048,5104,Healthcare,2025-01-27,0
Avi Suresh,812511339897,25576,Housing,2025-03-11,0
Maya Mistry,983780182043,21253,Farming,2025-04-23,0
Aryan Chhabra,861141635557,8106,Healthcare,2024-08-14,0
Sachi Shere,147359468953,30663,Equipment,2024-10-04,0
Anay Bora,311290472700,18231,Farming,2024-08-22,0
Meghana Sastry,678669125177,47601,Equipment,2025-05-31,1
Janaki Ravel,185743866250,19796,Farming,2025-03-14,0
Ria Goda,062384831321,94279,Housing,2024-07-21,0
George Bhattacharyya,380533432658,4071,Education,2025-05-03,1
Agastya Swamy,319348918003,1442,Healthcare,2024-11-10,0
Krishna Modi,823513052312,3278,LPG,2024-10-11,0
Daniel Sani,577884620542,17002,LPG,2025-05-17,1
Kavya Sankar,515879968460,2043,Healthcare,2025-01-12,0
Oscar Hans,319100900404,44327,Housing,2025-04-17,0
Ridhi Batra,132033016234,12342,Education,2025-05-30,0
Chameli Sathe,134999255495,5869,Healthcare,2024-09-29,0
Ayushman Gala,079491790608,4505,Education,2025-02-11,0
Advika Parmar,064764059044,14630,Education,2024-11-05,0
Jatin Pillay,420028923437,15977,Education,2025-05-22,1
Ridhi Buch,755951212869,12474,Healthcare,2024-07-21,0
Girindra Shere,003562439587,41597,Equipment,2025-04-21,0
Zansi Narang,923418686742,3616,LPG,2024-07-31,0
Eshana Bajaj,905711218167,37935,Equipment,2024-10-01,0
Aradhana Nair,785847129618,6180,Education,2024-09-14,0
Lakshit Vyas,908886081107,7082,Education,2024-09-28,0
Upkaar Rajagopalan,139594592118,6364,LPG,2024-09-27,0
Michael Bedi,987455135872,21095,Housing,2024-11-14,0
Janaki Mane,256292892371,17787,LPG,2025-10-10,1
Warjas Sangha,535440789677,58222,Equipment,2025-03-27,0
Nandini Sahota,601811703280,18687,Equipment,2025-06-21,0
Qadim Barman,997146857494,2563,LPG,2025-04-05,0
Vedant Desai,281372143308,2944,Education,2025-06-23,0
Anusha Bal,627137024469,4510,Healthcare,2025-04-15,0
Maya Aggarwal,017829614730,36312,Housing,2025-04-04,0
Max Mistry,560302080568,19110,Education,2025-03-27,0
Udarsh Mander,057834108075,19433,Education,2025-04-29,0
Zaid Dash,463571886835,4571,LPG,2024-10-27,0
Lopa Chandran,855991087717,6890,LPG,2025-01-10,0
Sanya Sarna,672450893200,9723,Education,2025-05-10,1
Tarak Bala,778892141810,10264,Education,2025-05-08,0
Abeer Naik,192299542809,8003,Healthcare,2024-10-29,0
Suhani Chana,044206788317,93146,Housing,2025-02-14,1
Wakeeta Sankar,490608276100,18656,Farming,2024-12-29,0
Hredhaan Om,264674456322,55339,Equipment,2024-12-16,0
Lakshmi Manda,036915542602,54204,Housing,2025-05-17,0
Pahal Ghosh,738248435807,6378,Equipment,2025-05-08,1
Jackson Kala,904004441817,95212,Housing,2024-10-26,0
Leela Chada,292730294578,5491,LPG,2024-07-22,0
Eiravati Dora,009690041813,46622,Housing,2024-09-12,0
Warjas Deep,323236770989,2824,LPG,2024-11-30,0
Vrishti Gara,322991812809,16556,Education,2025-04-15,0
Oliver Bhattacharyya,201284008385,10070,Education,2024-12-19,0
Fariq Goda,198460534657,7327,LPG,2024-08-01,0
Yuvraj Mane,813866675485,1633,Healthcare,2025-05-06,0
Jagrati Pal,250843421121,35046,Equipment,2024-10-02,0
Nakul Iyengar,722572312107,19589,Farming,2024-12-04,0
Atharv Chakraborty,892866464911,3613,Education,2024-07-09,0
Triveni Dewan,304311301215,193923,LPG,2024-07-19,1
Charles Wadhwa,804589542852,5040,Farming,2025-04-02,0
Daksh Dewan,431373129504,13539,Healthcare,2025-05-17,0
Bina Baria,911029849383,13514,Healthcare,2025-05-02,1
Jagdish Saxena,359062709401,3445,LPG,2024-09-26,0
Yahvi Bhatti,798823519609,4789,LPG,2024-08-01,0
Yutika Char,905918376539,61899,Housing,2024-07-17,0
Rehaan Chadha,280447120836,9269,Farming,2025-02-14,0
Kavya Kapur,403779170379,40867,Equipment,2024-07-15,0
Irya Verma,934048693841,24558,Farming,2025-03-01,0
Tanveer Radhakrishnan,397662154151,14885,Healthcare,2024-07-31,0
Abha Yogi,182548057595,19691,Education,2024-09-26,0
Yug Dhaliwal,899730806958,6821,Education,2025-05-28,0
George Misra,223779644391,3131,Farming,2025-04-27,0
Eshana Acharya,589596355387,14908,Equipment,2024-11-23,0
Rohan Walia,919067746803,509,Healthcare,2025-05-24,0
Umang Raval,224205964254,7023,Healthcare,2024-07-27,0
Jhalak Garde,224740985372,6351,Education,2024-12-25,0
Meghana Chaudhuri,389218785193,24158,Equipment,2025-06-25,0
Dayita Shenoy,817921717477,3854,LPG,2025-05-22,1
Ikbal Chatterjee,498106342238,183478,Equipment,2025-01-29,1
Falan Tara,940376494133,18822,Education,2025-03-20,0
Veer Nagarajan,724663389363,18525,Farming,2024-12-07,0
Naveen Thaker,137804987620,3245,Healthcare,2025-04-07,0
Ekani Palan,437333129386,52293,Equipment,2024-12-28,0
Rohan Bains,687567071812,3143,Healthcare,2025-01-21,0
Sudiksha Merchant,922228338138,2647,LPG,2024-09-22,0
Logan Sami,346748851885,5376,Education,2025-01-13,0
Aarush Khatri,511094526582,9318,Education,2024-12-30,0
Girik Sampath,041027674783,10221,LPG,2025-05-21,1
Samarth Goswami,485317268215,43008,Equipment,2025-06-22,0
Noah Grewal,914143633778,2749,LPG,2024-10-15,0
Upasna Ranganathan,306571287533,53232,Equipment,2025-03-17,0
Rajata Sami,955897990359,18996,Housing,2025-03-10,0
Nihal Samra,895123708511,11425,Healthcare,2025-05-15,0
Hitesh Comar,567563558422,67433,Housing,2024-08-14,0
Nakul Sarma,201836675254,16439,Farming,2025-05-23,1
Chanchal Narula,542218834581,400672,Healthcare,2024-07-04,1
Agastya Shanker,451891686796,17881,Housing,2024-10-26,0
Brijesh Nagi,324044012178,7705,LPG,2025-06-28,0
Sachi Gade,032318667906,440013,Housing,2024-11-09,1
Nakul Pathak,914961128794,16197,Farming,2025-02-02,0
Warinder Sankaran,438419662291,23655,Farming,2025-01-31,0
Bhavika Sibal,373600145232,5883,Farming,2025-05-16,0
Sachi Loke,631251776983,27370,Equipment,2025-02-28,0
Anmol Yohannan,949076341535,7225,Healthcare,2024-09-02,0
Warda Kalita,793074837768,2569,Education,2024-10-04,0
Hardik Puri,132708725466,177926,Farming,2024-07-21,1
Chameli Banerjee,047619456158,11092,Education,2025-05-27,0
Faqid Comar,166953432950,26415,Equipment,2024-11-10,0
Sanaya Thaman,306881164034,15994,Farming,2025-03-25,0
Aarna Wali,155989283775,24024,Farming,2024-09-15,0
Rajata Lala,839720066329,4277,LPG,2025-04-15,0
Qarin Sibal,993542762931,92907,Housing,2025-05-21,0
Yuvraj Mane,813866675485,7020,Equipment,2025-05-06,1
Vansha Thakkar,746120047113,2467,Healthcare,2025-02-18,0
Simon Kaur,800470322600,7807,Healthcare,2025-03-30,0
Brijesh Kumer,311967647583,10834,Farming,2025-01-11,0
Jacob Balan,641978575851,24576,Farming,2025-03-30,0
Waida D’Alia,725887449562,11549,Equipment,2024-10-26,0
Ayushman Prasad,130610922168,7108,Healthcare,2024-12-21,0
Caleb Tailor,217696038347,6741,Healthcare,2025-01-26,0
Ekiya Khosla,336299946645,12972,Education,2025-04-21,0
Harrison Tailor,767466203566,12162,Education,2024-11-17,0
Maya Mody,534717444491,18052,Farming,2025-03-16,0
Sneha Sem,521189684424,34924,Housing,2025-03-21,0
